,processed_text
1444,novel small envelop rna virus typical characteristic family belong crown coronavirus appear december  wuhan china subdue world influence particular severity disease high mortality rate patient associate morbidity include hypertension obesity diabetes increase concern consequence pandemic review feature sars cov- address reason pose particular challenge diabetic patient highlight recent treatment strategy explore control pandemic emerge evidence demonstrate correct management diabetes patient infect sars cov- utmost importance viral disease progression importance blood glucose control address
1445,aim  novel coronavirus disease covid- emerge wuhan china characterize pandemic world health organization diabetes established risk associate poor clinical outcome association diabetes covid- report method cohort study retrospectively  consecutive hospitalize covid- patient diabetes west court union hospital wuhan china recruit january  february clinical feature treatment strategy prognosis datum collect analyze prognosis follow march result  hospitalize patient diabetes covid- median age  year range  .% male common symptom include fever .% dry cough .% polypnea .% fatigue patient diabetes significantly high leucocyte neutrophil count high level fast blood glucose serum creatinine urea nitrogen creatine kinase isoenzyme mb admission compare diabetes covid- patient diabetes likely develop severe critical disease condition complication high incidence rate antibiotic therapy non invasive invasive mechanical ventilation death .% vs. .% cox proportional hazard model show diabetes adjust hazard ratio ahr confidence interval ci fast blood glucose ahr ci associate fatality covid- adjust potential confounder conclusion diabetes mellitus associate increase disease severity high risk mortality patient covid-
1446,metformin propose candidate host direct therapy covid- efficacy remain validate study compare outcome metformin user nonuser hospitalize covid- patient diabetes hospitalize diabetic patient confirmed covid- tongji hospital wuhan china january  march group metformin metformin group accord diabetic medication demographic characteristic laboratory parameter treatment clinical outcome patient retrospectively assess total  patient metformin  metformin group include study significant difference group gender age underlie disease clinical severity oxygen support category admission fast blood glucose level metformin group high metformin group admission effective control group admission laboratory parameter admission treatment admission different group length hospital stay differ group day metformin versus day metformin p hospital mortality significantly low metformin group .% versus .% p antidiabetic treatment metformin associate decreased mortality compare diabetic receive metformin retrospective analysis suggest metformin offer benefit patient covid- study indicate
1447,angiotensin convert enzyme  receptor ace express epithelial cell tissue include kidney identify interact human pathogenic coronaviruse include sars cov- diffuse alveolar damage acute respiratory failure main feature covid- infection recent study demonstrate kidney impairment hospitalize covid- patient common kidney involvement associate high risk hospital death interestingly study rat demonstrate high dietary sodium intake result regulation ace expression kidney tissue hypothesize low sodium status make kidney involvement course covid- infection likely upregulation membrane bind ace kidney propose sodium intake status monitor carefully severe covid- infection low sodium intake correct early course despite potential conflict common dietary recommendation restrict dietary sodium intake patient hypertension diabetes kidney disease
1448,background despite death rate covid- fatality rate severe critical case high accord world health organization screen severe critical case symptom occur effectively save medical resource method material study  case patient infect covid- shanghai march th retrospectively enrol divide training test dataset addition  clinical laboratory observation record collect clinical indicator associate severe critical symptom identify model severe critical symptom prediction develop result totally  clinical indicator significantly associate severe critical symptom identify clinical indicator mainly thyroxine immune relate cell product support vector machine svm optimize combination age gsh cd ratio total protein good performance discriminate mild severe critical case area receive operating curve auroc reach training testing dataset respectively cut value recall rate  training testing dataset separately cox multivariate regression survival analysis reveal model significantly discriminate severe critical case information select clinical indicator conclusion model robust effective predict severe critical covid case
1449,exposure agent act renin angiotensin system associate risk increase covid- infection  italian match case control study  nest hypertensive patient patient cardiovascular disease diabetes
1450,pandemic spread new coronavirus disease  covid- infection china world present global health emergency rapidly increase number affected patient currently clear relationship covid- infection incidence and/or complication chronic occasional treatment pathology clear albeit covid- pandemic condition treatment strategy complex disorder osteoarthritis oa importantly oa common age relate joint disease affect people old age age burden share high severity covid- patient oa patient large array concomitant pathology diabetes inflammation cardiovascular disease share covid- patient increase complication different oa treatment nsaids paracetamol corticosteroid opioid molecule wide array iatrogenic effect potentially increase covid- secondary infection incidence complication review critically analyze evidence negative positive effect drug commonly manage oa particular scenario provide orthopedic surgeon particular physician pharmacologist clinician general comprehensive description safety current pharmacological approach decision make tool treat oa patient coronavirus pandemic continue
1451,background aim clinical evidence exist patient diabetes high risk coronavirus disease  covid- investigate physiological origin clinical observation link diabetes severity adverse outcome covid- method publication mining apply reveal common physiological context diabetes covid- investigate simultaneously overall acquire publication pubmed time span extract knowledge graph interconnect topic relate diabetes covid- result data mining reveal pathophysiological pathway link diabetes covid- pathway indicate high risk covid- dysregulation angiotensin convert enzyme important physiological link diabetes covid- liver dysfunction chronic systemic inflammation deep network analysis suggest clinical biomarker predict high risk hypertension elevate serum alanine aminotransferase high interleukin- low lymphocyte count conclusion reveal biomarker apply directly clinical practice newly infect patient medical history need check evidence long term chronic dysregulation biomarker particular patient diabetes prediabetic state deserve special attention
1452,background aim covid- emerge pandemic droplet infection coronavirus rapid transmission high case fatality rate recognition risk prognostic factor important obesity associate impaired immune system increase susceptibility infection aim study impact obesity prognosis disease severity covid- method systematic search handsearching conduct database cochrane medline embase pubmed identify article screen choose eligibility criterion obtain retrospective cohort study wu j light j simonnet critically appraise newcastle ottawa scale result finding include study consistent state contribution obesity risk factor increase requirement advanced medical care study high quality simonnet report increase need invasive mechanical ventilation covid- patient body mass index high  kg m p associate high mortality rate obese population infect covid- conclusion obesity independent risk prognostic factor disease severity requirement advanced medical care covid- systematic review highlight particularly vulnerable group obese emphasise importance treatment aggression disease prevention population group
1453,coronavirus diease- disrupt pediatric healthcare observation public health principle vital coronavirus diease- unintended consequence standard pediatric care describe case delay diagnosis diabetes lead severe diabetic ketoacidosis aim highlight need apply basic pediatric principle optimal care
1454,study relationship clinical index severity coronavirus disease  covid- explore role predict severity covid- clinical datum  patient covid- admit hospital retrospectively analyze divide nonsevere group n severe group n accord condition clinical indicator compare different group difference sex age proportion patient combine heart disease leukocyte neutrophil lymphocyte ratio nlr neutrophil lymphocyte platelet d dimer c reactive protein crp procalcitonin lactate dehydrogenase albumin admission group statistically significant p multivariate logistic regression analysis show nlr crp independent risk factor severe covid- platelet independent protective factor severe covid- receiver operate characteristic roc curve analysis demonstrate area curve nlr platelet crp combination respectively nlr crp platelet effectively assess severity covid- nlr good predictor severe covid- combination clinical indicator predict severe covid-
1455,background aim coronavirus disease  covid- attract increase worldwide attention diabete know aggravate covid- severity know nondiabetic patient metabolic dysfunction prone severe disease association metabolic associate fatty liver disease mafld covid- severity nondiabetic patient investigate method study cohort comprise  patient i.e. case  patient mafld i.e. control case randomly match control sex age year association presence mafld exposure covid- severity outcome assess binary logistic regression analysis result nondiabetic patient covid- presence mafld associate fold increase risk severe covid- risk increase increase number metabolic risk factor association covid- severity persist adjust age sex coexist morbid condition conclusion health care professional care nondiabetic patient covid- cognizant increased likelihood severe covid- patient mafld
1456,accord previous report diabetes risk factor worsen clinical event cause covid- diabetes se risk factor increase probability get virus paper discuss point research datum antidiabetic drug context potential influence glucose lower agent severity covid- describe dipeptidylpeptidase- dpp- cell surface protein ubiquitously express tissue soluble molecule find serum plasma fluid dpp- involve infection cell virus paper review datum use dpp- inhibitor diabete drug covid- patient available evidence suggest glucose lower drug include target dpp relate pathway produce significant harm benefit context human infection insulin remain choice agent management critically ill hospitalize patient recommend suspend agent unstable patient paper provide relate french international recommendation people diabetes got infect covid- uphold infection alter glucose control require additional vigilance
1457,world health organization european centre disease prevention control suggest individual age  year underlying cardiovascular disease cancer chronic obstructive pulmonary disease asthma diabete increase risk severe covid- prevalence prognostic factor unknown country aim describe burden prevalence prognostic factor severe covid- national county level sweden calculate burden prevalence prognostic factor severe covid- base record swedish national health care population register  year st january individual include study population .% prognostic factor severe covid- individual .% factor individual prevalence underlie medical condition range .% chronic obstructive pulmonary disease individual .% cardiovascular disease individual county specific prevalence prognostic factor range .% stockholm individual .% kalmar individual individual sweden increase risk severe covid- compare critical care capacity local national level result aid authority optimally plan healthcare resource current pandemic finding apply underlie assumption disease burden model effort support covid- planning
1458,background global coronavirus disease  pandemic highlight importance understand cardiovascular implication coronavirus infection severe disease cardiovascular co morbidity result cardiac manifestation myocardial injury arrhythmias heart failure design systematic review current knowledge effect coronavirus infection cardiovascular system human perform result summarize method database medline embase central scopus web science clinicaltrials.gov chinese knowledge resource integrated database chinese clinical trial registry search  march result total  study include involve severe acute respiratory syndrome middle east respiratory syndrome coronavirus disease  coronaviruse case report case series cohort study poor fair quality post mortem examination subject die infection half virus identify heart tissue severe acute respiratory syndrome middle east respiratory syndrome coronavirus disease cardiac manifestation report include tachycardia bradycardia arrhythmia myocardial injury secondary systemic infection treatment cardiac injury arrhythmia prevalent coronavirus disease elevated cardiac marker associate intensive care unit admission death severe acute respiratory syndrome middle east respiratory syndrome coronavirus disease comorbiditie hypertension diabetes mellitus heart disease associate intensive care unit admission mechanical ventilation mortality case misdiagnosis overlap presentation cardiovascular disease coronavirus infection lead hospital spread delay management life threaten condition conclusion review highlight way coronaviruse affect cardiovascular function interact pre existing cardiovascular disease
1459,goal column help mental health care professional understand coronavirus disease  covid- well explain complexity current crisis patient line column covid- infect virtually human population susceptible severe infection require admission intensive care unit and/or cause fatal outcome population identify basis comorbid medical illness and/or age number base experience china united states europe table  present analysis conduct centers disease control prevention cdc support source article population risk severe infection individual comorbid medical illness  year age old comorbid medical illness identify risk factor preexist respiratory cardiovascular disease immunocompromised status morbid obesity ie body mass index /= diabetes mellitus possibly significant kidney liver impairment parenthetically news report literature cite age  year old risk factor age   year likely surrogate have  comorbid medical condition initially like small number potentially represent million people give united states population  million tremendous number people require intensive care unit admission and/or potentially die individual population overwhelm health care system hotspot reason column suggest take risk population account mitigation strategy attempt open economy column address follow question  aspect race minimize damage cause covid- datum currently available help guide decision strategy employ date successful risk stratification exposure viable strategy minimize damage cause virus race minimize damage cause covid- require obtain knowledge disease treatment prevention well safeguard public health avoid overwhelm health care system minimize societal damage cause substantial disruption economy datum gather past  month covid- virus emerge human pathogen provide guidance decision go forward widely adopt strategy deal covid- pandemic date involve epidemiological approach encourage good hygiene practice social distancing include order shelter place quarantine high risk individual isolation infected individual goal epidemiological approach flatten curve reduce height peak infection avoid overwhelm health care system society general buy time learn disease find effective way deal know covid- portion population risk adverse outcome include death possible shelter place approach entire population focus risk facilitate gradual rational phase reduction social restriction reopen economy graduate opening base region country meet specific criterion term able contain virus couple vigorous monitoring look outbreak follow case monitoring isolation infected individual quarantine expose individual increase use testing active disease immunity take datum high risk individual account allow gradual lifting restriction majority population maintain stringent safeguard protect vulnerable portion population entire population need continue practice good hygiene social distancing simultaneously vigorously focus shelter vulnerable population adequate community immunity achieve prevent spread virus accomplish natural exposure addition safe effective vaccine(s available year continue widespread testing antibody help determine far close country country develop effective community immunity
1460,background concern raise possibility inhibitor renin angiotensin aldosterone system raas predispose individual severe covid- epidemiological evidence lack report result case population study madrid spain outbreak covid- method case population study consecutively select patient age  year old pcr confirm diagnosis covid- require admission hospital seven hospital madrid admit march  march reference group randomly sample patient case individually match age sex region ie madrid date admission hospital month day index date base de datos para la investigacion farmacoepidemiologica en atencion primaria bifap spanish primary health care database available year extract information comorbiditie prescription month index date ie current use electronic clinical record case control outcome interest admission hospital patient covid- minimise confound indication main analysis focus assess association covid- require admission hospital use raas inhibitor compare use antihypertensive drug calculate odd ratio ors ci adjust age sex cardiovascular comorbiditie risk factor conditional logistic regression protocol study register eu electronic register post authorisation studies eupas finding collect datum  case  population control case  .% female mean age year sd despite match sex age significantly high proportion case pre existing cardiovascular disease ci risk factor control compare user antihypertensive drug user raas inhibitor adjust covid- require admission hospital ci increase risk observe angiotensin convert enzyme inhibitor adjust angiotensin receptor blocker sex age background cardiovascular risk modify adjusted use raas inhibitor covid- require admission hospital decrease risk covid- require admission hospital find patient diabetes user raas inhibitor adjust ci adjusted or similar severity degree covid- interpretation raas inhibitor increase risk covid- require admission hospital include fatal case admit intensive care unit discontinue prevent severe case covid- funding instituto de salud carlos iii
1461,diabetes frequently report comorbiditie patient infect covid- accord current datum diabetic patient appear increase risk contract sars cov- compare general population hand diabetes risk factor develop severe critical form covid- require admission intensive care unit and/or use invasive mechanical ventilation high mortality rate characteristic diabetic patient risk develop severe critical form covid- prognostic impact diabetes course covid- current investigation obesity main risk factor incident type  diabetes common patient critical form covid- require invasive mechanical ventilation hand covid- usually associate poor glycemic control high risk ketoacidosis diabetic patient currently recommendation favour discontinue antihypertensive medication interact renin angiotensin aldosterone system metformin sglt inhibitor discontinue patient severe form covid- owe risk lactic acidosis ketoacidosis finally advise systematic screening pre)diabetes patient prove covid- infection
1463,coronavirus disease  covid- risk severe acute respiratory syndrome coronavirus  sars cov- pose particular risk people live preexisting condition impair immune response amplify pro inflammatory response low grade chronic systemic inflammation common people obesity associate development atherosclerosis type  diabetes hypertension know comorbiditie adversely affect outcome patient covid- risk stratification base edmonton obesity staging system eoss classify obesity base presence medical mental and/or functional complication body mass index bmi show well predictor cause mortality eoss stage well describe risk hyperinflammation patient covid- infection analyze group metabolic ill patient obesity eoss  find increase interleukin- linear regression analysis show positive correlation c reactive protein crp p waist hip ratio whr p physician aware finding patient covid- infection early identification possible hyperinflammation fundamental guide decision making hospitalization early respiratory support therapy immunosuppression improve mortality
1464,objective patient obesity increase risk exacerbation viral respiratory infection association obesity severity coronavirus disease  covid- unclear examine association datum referral hospital shenzhen china research design method total  consecutively hospitalize patient covid- admit  january   february  follow  march  people hospital shenzhen include underweight define bmi /= kg m result  patient .% normal weight .% underweight .% overweight .% obese admission obese patient tend symptom cough p fever p compare patient obese compare normal weight patient overweight .-fold odd develop severe covid- odd ratio ci p obese .-fold odd develop severe disease ci p adjust age sex epidemiological characteristic day disease onset hospitalization presence hypertension diabetes cardiovascular disease chronic obstructive pulmonary disease liver disease cancer drug treatment additionally similar adjustment man obese versus normal weight increase odd develop severe covid- ci p conclusion study obese patient increase odd progress severe covid- severe acute respiratory syndrome coronavirus  continue spread worldwide clinician pay close attention obese patient carefully manage prompt aggressive treatment
1465,introduction march novel coronavirus declare global pandemic disease name covid- stand coronavirus disease objective determine epidemiological clinical laboratory radiological characteristic covid- patient method prospective descriptive study  confirm hospitalize case covid- th march april  follow till discharge result  report patient infect  import index case europe mean age patient sd year patient age stratification follow .% .% year .% patient male .% female .% patient mild disease severity .% follow mild moderate .% moderate severe .% study reveal  patient asymptomatic  patient symptomatic common symptom fever n .% cough n .% shortness breath n .% fatigue n .% taste smell disorder n .% patient recover discharge median    day mean std deviation value hematological wbc neutrophil count lymphocyte count hb platelet count conclusion covid- case link foreign visit local transmission close contact community transmission majority case mild illness recovery
1466,background study covid- report diabete associate severe disease mortality data conflicting objective meta analysis explore relationship diabetes covid- mortality severity determine prevalence diabetes patient covid- method search pubmed case control study english publish jan  apr datum diabetes patient covid- frequency diabetes compare patient composite endpoint mortality severity random effect model odd ratio effect size determine pooled prevalence diabetes patient covid- heterogeneity publication bias take care meta regression sub group analysis trim fill method result include  study patient find diabete significantly associate mortality covid- pool odd ratio ci p diabetes associate severe covid- pool odd ratio ci p combined correct pooled odd ratio mortality severity ci p pooled prevalence diabetes patient covid- ci adjust heterogeneity conclusion diabetes patient covid- associate fold increase mortality severity covid- compare non diabetic study pathogenic mechanism therapeutic implication need
1467,limited datum available clinical presentation outcome coronavirus disease covid- patient united states hospitalize normal caseload nonsurge condition retrospectively study  consecutive adult patient hospitalize covid-  hospital san francisco bay area california usa march -april death rate hospitalize covid- patient .% median length hospitalization day  total intensive care unit patient  .% die median length intensive care unit stay  day  patient  .% underlying cardiovascular disease  .% underlying pulmonary disease study death rate low report region united states experience high volume covid- patient
1468,background chest radiography validate prognostic utility evaluate patient coronavirus disease  covid- purpose analyze prognostic value chest radiograph severity scoring system young nonelderly patient covid- initial presentation emergency department ed outcome interest include hospitalization intubation prolonged stay sepsis death material methods retrospective study patient age   year present ed urban multicenter health system march  march covid- confirmation real time reverse transcriptase polymerase chain reaction identify patient ed chest radiograph divide zone examine opacity cardiothoracic radiologist score collate total concordant lung zone severity score clinical laboratory variable collect multivariable logistic regression evaluate relationship clinical parameter chest radiograph score patient outcome result study include  patient  man median age  year interquartile range year adjustment demographic comorbiditie independent predictor hospital admission n chest radiograph severity score  odd ratio confidence interval ci p obesity odd ratio ci morbid obesity patient admit chest radiograph score  independent predictor intubation n odd ratio ci p hospital site significant difference find primary outcome race ethnicity history tobacco use asthma diabetes mellitus type ii conclusion patient age year coronavirus disease  present emergency department chest radiograph severity score predictive risk hospital admission intubation c rsna  online supplemental material available article
1469,investigate clinical course individual  novel coronavirus disease covid- transfer diamond princess cruise ship  local hospital condition clinical course patient pneumonia compare patient pneumonia  patient median age  year analyze major symptom fever .% cough .% general fatigue patient .% pneumonia high body temperature heart rate respiratory rate high lactate dehydrogenase ldh aspartate aminotransferase ast c reactive protein crp level low serum albumin level lymphocyte count associate presence pneumonia ground glass opacity find .% patient pneumonia patient administer neuraminidase inhibitor lopinavir ritonavir .% ciclesonide inhalation mechanical ventilation veno venous extracorporeal membrane oxygenation perform   patient respectively patient die median duration intubation  day patient covid- transfer local hospital outbreak severe condition need close monitoring severity covid- depend presence pneumonia high serum ldh ast crp level low serum albumin level lymphocyte count find predictor pneumonia challenge local hospital admit treat patient outbreak covid- assessment severity crucial manage large number patient
1470,background observe change main lymphocyte subset cd(+)cdcdcdcdand cd covid infected patient explore change associate disease severity method case covid infected patient select divide  group moderate group severe group critical group flow cytometry assay perform examine number lymphocyte subset result cd(+ cd(+ cd t lymphocyte subset decrease covid infected patient compare moderate group sever group cd(+ cd(+ cd(+ t cell critical group decrease greatly p p p conclusion reduced cd(+ cd(+ cd(+ t lymphocyte count reflect severity covid- monitoring t cell change important implication diagnosis treatment severe patient critically ill
1471,patient diabete coronavirus disease  covid- risk severe disease course mortality factor especially impaired immune response heighten inflammatory response hypercoagulable state contribute increase disease severity contentious issue evidence limited theoretical concern effect different anti hyperglycaemic drug similarly despite recognition angiotensin convert enzyme  ace receptor severe acute respiratory syndrome coronavirus  sars cov- role ace lung injury conflict result use angiotensin convert enzyme ace inhibitor angiotensin receptor blocker arb patient management patient diabetes time restriction mobility pose challenge novel approach like telemedicine useful need study natural course covid- patient diabetes understand individual regional ethnic variation disease prevalence course
1472,background severe acute respiratory syndrome coronavirus  sars cov- associated coronavirus disease covid- spread china previous study predominantly focus place origin wuhan cause estimation disease severity selection bias analyze  confirm case zhejiang province determine epidemiological clinical virological characteristic covid- method epidemiological demographic clinical laboratory management datum qrt pcr confirm covid- patient january january collect follow multivariate logistic regression analysis independent predictor severe critical type covid- bioinformatic analysis feature sars cov- zhejiang province result  covid- patient median age  year hypertension diabetes chronic liver disease common comorbiditie history exposure epidemic area present  .%  .% patient cluster  family severe critical type covid- develop  patient fever cough common symptom diarrhea vomiting report  patient multivariate analysis reveal risk factor severe critical covid- glucocorticoids antibiotic administer  .% patient respectively bioinformatic show single amino acid mutation amino acid position loss sars cov- zhejiang province similarity human virus conclusion sars cov- show virological mutation human transmission zhejiang province indicate considerable epidemiological clinical change caution glucocorticoid antibiotic use advisable
1473,recently develop fear covid- scale fcv s seven item uni dimensional scale assess severity fear covid- give rapid increase covid- case bangladesh aim translate validate fcv s bangla forward backward translation method translate english version questionnaire bangla reliability validity property bangla fcv s rigorously psychometrically evaluate utilize confirmatory factor analysis rasch analysis relation socio demographic variable national lockdown variable response bangla health patient questionnaire sample comprise  bangladeshi participant cronbach alpha value bangla fcv s indicate good internal reliability result confirmatory factor analysis show uni dimensional factor structure fcv s fit datum fcv s significantly correlate item bangla patient health questionnaire phq- r p fcv s score significantly associate high worry concern lockdown measurement invariance fcv s show difference respect age gender bangla version fcv s valid reliable tool robust psychometric property useful researcher carry study bangla speak population assess psychological impact fear covid- infection pandemic
1474,coronavirus disease  covid- pandemic cause novel betacoronavirus severe acute respiratory syndrome coronavirus  sars cov- similar sars cov middle east respiratory syndrome mers cov cause acute respiratory distress syndrome case fatality covid- disease severity bad old obese patient comorbiditie diabetes hypertension cardiovascular disease chronic lung disease cell binding entry betacoronaviruse surface spike glycoprotein sars cov bind metalloprotease angiotensin convert enzyme  ace mers cov utilize dipeptidyl peptidase  dpp recent modeling structure sars cov- spike glycoprotein predict interact human dpp addition ace dpp ubiquitous membrane bind aminopeptidase circulate plasma multifunctional role nutrition metabolism immune endocrine system dpp activity differentially regulate glucose homeostasis inflammation enzymatic activity nonenzymatic immunomodulatory effect importance dpp medical community highlight approval dpp inhibitor gliptin treatment type  diabetes mellitus review discuss dysregulation dpp covid- comorbid condition dpp activity high old individual increase plasma dpp predictor onset metabolic syndrome dpp upregulation determinant covid- disease severity create interest use gliptin management covid- knowledge chemistry biology dpp utilize develop novel therapy block viral entry betacoronaviruse potentially include sars cov-
1475,background triglyceride glucose index tyg propose marker insulin resistance study aim evaluate association tyg index severity mortality coronavirus disease  covid- method study include cohort  patient covid- admit tertiary teaching hospital wuhan regression model investigate association tyg severity mortality covid- result cohort  .% patient diabetes  .% patient severe case  .% patient die hospital tyg index level significantly high severe case death group mild vs. severe vs. p survivor vs. deceased vs. p respectively tyg index significantly associate increase risk severe case mortality control potential confounder severe case ci p mortality ci p association statistically significant adjustment inflammatory factor conclusion tyg index closely associate severity morbidity covid- patient valuable marker identify poor outcome covid-
1476,coronavirus disease covid- global pandemic significantly impact people live diabetes diabetes relate factor glycemic control medication pharmacodynamic insulin access impact severity covid- infection commentary explore digital health support diabetes community pandemic live diabetes digital health present opportunity access care great convenience have expose infection person clinic digital diabetes app increase agency self care produce clinically significant improvement glycemic control facilitate capture diabetes device datum ability share datum clinic inform virtual care enhance diabetes coaching guidance remain challenge end require unnecessarily high level technical sophistication clinic live diabetes routinely use diabetes device datum clinic visit virtual world come fight covid- pandemic close collaboration global diabetes community critical understand manage sustained impact pandemic people live diabetes
1477,background aim diabetes mellitus associate poor prognosis patient covid- hand covid- contribute worsen dysglycemia people diabetes mellitus contribute stress hyperglycemia way interaction covid- diabetes mellitus method perform extensive literature search article pubmed embase google scholar database till april follow keyword covid- sars cov- diabetes diabetes mellitus sars infection management diabetes mellitus interposition boolean operator result compromise innate immunity pro inflammatory cytokine milieu reduce expression ace use renin angiotensin aldosterone system antagonist people diabetes mellitus contribute poor prognosis covid- contrary direct beta cell damage cytokine induce insulin resistance hypokalemia drug treatment covid- like corticosteroid lopinavir ritonavir contribute worsen glucose control people diabetes mellitus conclusion way interaction covid- diabetes mellitus set vicious cycle covid- lead worsen dysglycemia diabetes mellitus turn exacerbate severity covid- imperative people diabetes mellitus necessary precaution ensure good glycemic control amid ongoing pandemic
1479,coronavirus disease  pandemic wreak havoc society especially health care system include disrupt bariatric metabolic surgery current limitation accessibility non urgent care undermine postoperative monitoring patient undergo operation furthermore like elective surgery new bariatric metabolic procedure postpone worldwide pandemic outbreak abate backlog people seek operation exist surgical candidate face prolonged delay beneficial treatment progressive nature obesity diabetes delay surgery increase risk morbidity mortality require strategy mitigate harm risk harm vary patient depend type severity comorbiditie triaging strategy need traditional weight centric patient selection criterion favour case base actual clinical need personal view expert diabetes surgery summit consensus conference series provide guidance management patient surgery delay postoperative surveillance offer strategy prioritise bariatric metabolic surgery candidate basis disease likely ameliorate postoperatively system particularly germane immediate future provide framework long term clinically meaningful prioritisation
1481,clinical evaluation guide need immediate investigation strict adherence covid- protection measure necessary alternative way consultation telephone video early discussion regional national expert investigation management potential exist patient strongly encouraged patient moderate severe clinical feature need urgent investigation management patient active cushing syndrome especially severe immunocompromised vigorous adherence principle social isolation recommend patient mild feature diagnosis likely clinical evaluation repeat   month defer prevalence sars cov- significantly decrease individual encourage maintain social distancing diagnostic pathway need different usual recommendation order reduce possible exposure sars cov- extensive differential diagnostic testing and/or surgery feasible defer medical treatment initiate transsphenoidal pituitary surgery delay high sars cov- viral prevalence medical management surgery patient short- mid term prognosis depend case hypercortisolism cause initiate promptly minimize risk infection immunosuppressed patient risk benefit ratio recommendation need evaluation month april  country possibly local area depend local health care structure phase pandemic
1482,recent outbreak covid- rapidly spread global scale date specific vaccine causative virus sars cov- effective medicine treat covid- raise concern respect effect risk factor clinical course pathophysiological parameter disease severity outcome patient covid- extract analyze available publish clinical datum identify major clinical characteristic associate increase disease severity mortality patient covid- specifically preexisting chronic condition hypertension cardiovascular disease chronic kidney disease diabete strongly associate increase risk develop severe covid- surprisingly find correlation chronic liver disease increase disease severity addition find acute cardiac injury acute kidney injury highly correlate increase risk covid related mortality give high risk comorbidity high mortality rate associate tissue damage organ function monitor closely patient diagnose covid- approach include establish new guideline manage high risk patient additional clinical datum need order determine supportive therapy help mitigate development severe potentially fatal complication study need identify pathophysiology mechanism underlie novel coronavirus associate infectious disease take finding provide new insight clinical strategy improve management outcome patient covid-
1483,objective identify biomarker early warning signal severe covid- method retrospectively analyze clinical datum  patient covid-  hubei provincial hospital integrated chinese western medicine include  moderate case  severe case demographic datum underlie disease clinical manifestation laboratory test result compare group logistic regression analysis perform identify factor predict severity covid- receiver- operate characteristic curve roc neutrophil lymphocyte ratio nlr calculate area curve auc determine estimate optimal threshold nlr predict severe case covid- result patient moderate server covid- show significant difference rate diabetes nlr serum amyloid ssa c reactive protein crp serum albumin alb level p co- morbidity diabetes nlr ssa crp find positively correlate alb inversely correlate severity covid- p multivariate logistic regression analysis show nlr independent risk factor severe covid- or=. ci p=. auc ci optimal diagnostic threshold sensitivity specificity conclusion increase nlr serve early warning signal severe covid-
1484,retrospective study aim analysis clinical characteristic outcome cancer patient novel coronavirus disease- covid- medical record laboratory result radiologic finding  cancer patient covid- collect clinical characteristic outcome summarize total  cancer patient covid- include median age  cancer patient covid-  year thirty .% patient mild  .% severe critical lung cancer frequent cancer type .% common symptom follow fever dry cough .% chest distress fatigue  .% patient comorbiditie common symptom hypertension .% .% patient develop pneumonia admission lymphocyte x decrease mild severe critical patient median level d dimer c reactive protein procalcitonin lactate dehydrogenase mg l mg l ng ml  u l respectively increase significantly severe critical patient compare mild patient interleukin- pg ml increase mild severe critical patient significant difference complication observe  patient liver injury .% acute respiratory distress syndrome .% sepsis .% myocardial injury .% renal insufficiency .% multiple organ dysfunction syndrome .% .% patient cancer die infection rate severe acute respiratory syndrome coronavirus  patient cancer high general population cancer patient covid- show deteriorate condition poor outcome
1485,clinical laboratory datum patient coronavirus disease  covid- beijing china remain extremely limited study summarize clinical characteristic patient covid- designate hospital beijing total  patient laboratory confirm sars cov- infection beijing  hospital enrol study demographic datum symptom comorbiditie laboratory value treatment clinical outcome collect retrospectively analyze total  .% patient severe symptom mean age year interquartile range iqr .- median incubation period day iqr total  .% patient exposure history wuhan  week  .% patient associate familial cluster eighteen .% patient underlying comorbiditie include hypertension common symptom illness fever  .% patient abnormal finding chest compute tomography laboratory finding show neutrophil count percentage lymphocyte percentage eosinophil eosinophil count erythrocyte sedimentation rate albumin serum ferritin potential risk factor patient poor prognosis total  patient .% hospitalize  .% patient discharge compare patient wuhan china symptom patient beijing relatively mild old age comorbiditie abnormal prominent laboratory marker associate severe condition basis antiviral drug observe antibiotic treatment appropriate dosage corticosteroid gamma globulin therapy significantly improve patient outcome early identification timely medical treatment important reduce severity patient covid-
1486,institution  initial  pregnant patient confirm coronavirus disease  severe infection .% ci .%-.% develop cardiac dysfunction moderately reduce leave ventricular ejection fraction hypokinesis viral myocarditis cardiomyopathy report nonpregnant coronavirus disease  patient case series nonpregnant patient coronavirus disease  find intensive care develop cardiomyopathy datum need ascertain incidence cardiomyopathy coronavirus disease  pregnancy pregnant woman coronavirus disease severe disease eg pneumonia suggest echocardiogram pregnant woman coronavirus disease  pneumonia particular necessitate oxygen critically ill recommend use handheld point care device possible minimize contamination staff traditional large echocardiogram machine
